xBePrplM4OA_6_18.avi,A woman is walking under horse and it poops on her head
IBgsLmDcL78_80_84.avi,A man is cutting butter
WqQonRVs7WA_0_10.avi,A slow loris is hanging down a chair and eating something
F2Ny7rq9RKs_139_148.avi,A person is adding spices in the bowl
D1tTBncIsm8_841_848.avi,A person is burning cameras
Z19zFlPah-o_6_11.avi,Clouds are moving across the sky behind an <UNK> building
drsPD5fI1IA_170_180.avi,A man is talking
6t0BpjwYKco_71_76.avi,A woman is peeling an apple
Hu9Sq1RvuoA_19_62.avi,A man is performing yoga
hcCLIzzB1jQ_1_7.avi,A man is doing one armed push ups
UXs3eq68ZjE_246_250.avi,A person is pouring water into a pan
Ce7equ9zCxk_4_19.avi,A bird is dialing a phone
IWhrWLOAin0_1_4.avi,A dog is eating food out of the refrigerator
HVR7KpItLfA_62_70.avi,A man is erasing the chalkboard
r2oI9Y-3wAo_21_28.avi,The panda bears played together on the step in the snow
E61HNXjgyqA_22_32.avi,A woman is singing
_o1UXSxTjfo_68_80.avi,A man is selling items
m1NR0uNNs5Y_192_198.avi,A woman is chopping garlic
kJY5BRCNAs4_3_6.avi,A baby is hanging up a phone
QqYWLR47eLI_10_18.avi,A slow loris is eating a piece of food
W8l_ezoU8Lc_76_86.avi,A man is playing a flute
s80J2dAUUyI_33_43.avi,A man is writing on a white board
-mAoVOhKy0c_4_9.avi,A train goes across an overhead bridge
IhwPQL9dFYc_24_30.avi,A woman is wrapping a block of tofu in paper
nhm_APPwhWk_6_12.avi,A man is crashing his bike when trying to perform a stunt
jcIrD7rNvTM_10_21.avi,A three legged dog is walking in grass
cJOZp2ZftCw_1_12.avi,A bird is dancing
0lh_UWF9ZP4_71_77.avi,A woman is cracking eggs
zv2RIbUsnSw_159_162.avi,Two kids are sliding down a slope that is covered with a sheet of wet plastic
yd8jh9QYfEs_4_10.avi,Women are leaving the backseat of a cab
PqSZ89FqpiY_65_75.avi,A woman is cooking broccoli
Kxa0mnDj0bs_15_20.avi,A cat is attacking the head of a toddler
cLNrpO6wBk4_37_47.avi,A man is playing the guitar
nV3Wv8iHp4U_0_38.avi,A puppy is playing on a sofa
kNHivduxQWg_0_14.avi,Two guinea pigs are eating <UNK>
ACK7SekJWts_140_150.avi,A man is putting a silencer onto a gun
_QJbjKkfdcs_52_57.avi,A man is playing violin
2jXxtQRy47A_30_38.avi,A bear is chasing a wolf
QTAqjSbMkXU_65_75.avi,A woman is preparing salmon to cook
PeUHy0A1GF0_28_32.avi,A woman is adding water to flour
0lh_UWF9ZP4_183_190.avi,A woman is slicing a tuna steak into strips
229NvV0SRHw_0_5.avi,A young girl is drinking from a cup
Sq7Vt6KC9Yg_17_35.avi,A person is placing ingredients into a blender
a28s_wyqkyc_68_77.avi,A man is running
CTIKmoEigCI_3_30.avi,A cat is tapping a dog
FHwC2THZJfA_0_10.avi,A loris is swinging
s8utHZYTNTs_35_42.avi,A person is cutting a piece of paper
nMBSDpB3WB8_5_14.avi,A woman is singing into a microphone
vub04F8CWng_32_41.avi,Two zebras <UNK> each other
7EOqi_6rnkg_36_44.avi,A man in a gorilla suit is playing the drums
AzMrltkXGJk_0_10.avi,A small boy is looking out side
gtixLEvO2Us_0_6.avi,A woman is dancing
hoinj6vyQ2g_8_16.avi,A man is playing a guitar
O9yLRzpPp44_167_190.avi,A woman is applying lipstick
Z3m9V8qPXhQ_13_24.avi,A man is playing the drums
uO7Eysrs8_k_80_90.avi,A man is riding a motorcycle
dMH0bHeiRNg_3_14.avi,A man is dancing on a stage
MW21lp833Vo_143_149.avi,A man is making a noose
jD4o_Lmy6bU_117_137.avi,A woman is rolling bread dough into balls
EA-J-Y6QjUo_40_61.avi,A cat opens a drawer and climbs in
5JSbxHECb-I_97_110.avi,A person is mixing cookie ingredients in a bowl
9BScZRpF7SI_31_36.avi,A man is jumping over a table
z0Si1XxMibg_0_30.avi,A baby is playing with a dog
yOnRm3TP6hM_0_12.avi,A puppy is walking backwards
dJCtOz32dnw_40_60.avi,A man is pulling eggs from his pants
Je3V7U5Ctj4_768_773.avi,A man is turning chicken wings on a pan
bDoCQEwghZU_201_211.avi,A man is talking on a cell phone while sitting in a chair
WTf5EgVY5uU_15_19.avi,A woman is cutting meat
dtwXtwJByYk_5_14.avi,A woman is writing
sFExO_PW22s_10_18.avi,A fish is swimming
puineN1UMto_25_29.avi,A squirrel is dancing
ulPvRmNfXK4_96_100.avi,A man is jumping over and against objects in the rain while holding an umbrella
